"url","title","minPrice","price","vendor","variantName"
"https://warehouse-theme-metal.myshopify.com/products/samsung-un82nu8000-flat-82-4k-uhd-8-series-smart-led-tv","Samsung UN82NU8000 Flat 82-Inch 4K UHD 8 Series Smart LED TV",269799,269799,"Samsung",
"https://warehouse-theme-metal.myshopify.com/products/samsung-un75nu8000-flat-75-4k-uhd-8-series-smart-led-tv","Samsung UN75NU8000 Flat 75-Inch 4K UHD 8 Series Smart LED TV",179799,179799,"Samsung",
"https://warehouse-theme-metal.myshopify.com/products/samsung-un65nu8500-curved-65-4k-uhd-8-series-smart-led-tv","Samsung UN65NU8500 Curved 65-Inch 4K UHD 8 Series Smart LED TV",109799,109799,"Samsung",
"https://warehouse-theme-metal.myshopify.com/products/samsung-un55nu8000-flat-55a-4k-uhd-8-series-smart-tv","Samsung UN55NU8000 Flat 55-Inch 4K UHD 8 Series Smart TV",79799,79799,"Samsung",
"https://warehouse-theme-metal.myshopify.com/products/samsung-surround-soundbar-home-speaker-set-of-7-hw-nw700-za","Samsung Surround Sound Bar Home Speaker, Set of 7 (HW-NW700/ZA)",64799,64799,"Samsung",
"https://warehouse-theme-metal.myshopify.com/products/samsung-qn82q6-flat-82-qled-4k-uhd-6-series-smart-tv","Samsung QN82Q6 Flat 82-Inch QLED 4K UHD 6 Series Smart TV",299799,299799,"Samsung",
"https://warehouse-theme-metal.myshopify.com/products/samsung-qn75q9f-flat-75-qled-4k-uhd-9-series-smart-tv","Samsung QN75Q9F Flat 75-Inch QLED 4K UHD 9 Series Smart TV",499799,499799,"Samsung",
"https://warehouse-theme-metal.myshopify.com/products/samsung-qn75q8f-flat-75a-qled-4k-uhd-8-series-smart-tv","Samsung QN75Q8F Flat 75-Inch QLED 4K UHD 8 Series Smart TV",349799,349799,"Samsung",
"https://warehouse-theme-metal.myshopify.com/products/samsung-qn75q7f-flat-75a-qled-4k-uhd-7-series-smart-tv","Samsung QN75Q7F Flat 75-Inch QLED 4K UHD 7 Series Smart TV",279799,279799,"Samsung",
"https://warehouse-theme-metal.myshopify.com/products/samsung-qn75q6-flat-75-qled-4k-uhd-6-series-smart-tv","Samsung QN75Q6 Flat 75-Inch QLED 4K UHD 6 Series Smart TV",229799,229799,"Samsung",
"https://warehouse-theme-metal.myshopify.com/products/samsung-qn65q9f-flat-65-qled-4k-uhd-9-series-smart-tv","Samsung QN65Q9F Flat 65-Inch QLED 4K UHD 9 Series Smart TV",329799,329799,"Samsung",
